# forras=https://www.solartronics.de generalva=2026-09-19T09:38:52Z penznem=EUR ar=brutto_kiskereskedelmi_inkl_MwSt termek_db=434 keszleten=344
cikkszam;nev;ar;listaar;akcios;kedvezmeny_szazalek;keszleten_van;keszlet_statusz;rendelheto;suly_kg;url;fokep_url;utolso_modositas;netto_ar;ar_tipus;ar_fix;tol_ar;variansos;kiszereles;ean;marka;duplikalt_cikkszam;duplikalt_db
0212251;Spannungswandler TS 12V 2500 Watt reiner SINUS;249.84;;nem;;igen;raktaron;igen;6.7;https://www.solartronics.de/spannungswandler-ts-12v-2500-watt-reiner-sinus-0212251;https://www.solartronics.de/media/image/d1/c8/8f/TS2500_Spannungswandler_blau_2500W_Reiner-Sinus_solartronics_1.jpg;2026-09-10;209.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596570;solartronics;nem;1
0212031;Spannungswandler TS 12V 300 Watt reiner SINUS;47.54;;nem;;igen;raktaron;igen;1.6;https://www.solartronics.de/spannungswandler-ts-12v-300-watt-reiner-sinus-0212031;https://www.solartronics.de/media/image/94/1b/e2/solartronics_0212031_spannungswandler_12v_300w_2.jpg;2026-09-10;39.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590196;solartronics;nem;1
0212301;Spannungswandler TS 12V 3000 Watt reiner SINUS;297.44;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-ts-12v-3000-watt-reiner-sinus-0212301;https://www.solartronics.de/media/image/41/34/00/TS3000_Spannungswandler_blau_3000W_Reiner-Sinus_solartronics_1.jpg;2026-09-10;249.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590240;solartronics;nem;1
0212061;Spannungswandler TS 12V 600 Watt reiner SINUS blau;70.91;;nem;;igen;raktaron;igen;1.6;https://www.solartronics.de/spannungswandler-ts-12v-600-watt-reiner-sinus-blau-0212061;https://www.solartronics.de/media/image/03/31/74/TS600_600w_12V_Spannungswandler_blau_solartronics_1.jpg;2026-09-10;59.59;brutto+netto (oldalrol);igen;nem;nem;;4260464590202;solartronics;nem;1
224101;Spannungswandler TS 24V 1000 Watt reiner SINUS;95.14;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/spannungswandler-ts-24v-1000-watt-reiner-sinus-224101;https://www.solartronics.de/media/image/25/6c/b4/TS1000_1000w_24V_Spannungswandler_inverter_blau_solartronics_1.jpg;2025-09-19;79.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596761;solartronics;nem;1
0224151;Spannungswandler TS 24V 1500 Watt reiner SINUS;142.74;;nem;;igen;raktaron;igen;5.9;https://www.solartronics.de/spannungswandler-ts-24v-1500-watt-reiner-sinus-0224151;https://www.solartronics.de/media/image/41/22/d3/TS1500_1500w_24V_Spannungswandler_inverter_blau_solartronics_1.jpg;2026-09-10;119.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590288;solartronics;nem;1
0224201;Spannungswandler TS 24V 2000 Watt reiner SINUS;166.54;;nem;;igen;raktaron;igen;6.35;https://www.solartronics.de/spannungswandler-ts-24v-2000-watt-reiner-sinus-0224201;https://www.solartronics.de/media/image/a1/11/dd/TS2000_24V_Spannungswandler_blau_2000W_Reiner-Sinus_solartronics_1.jpg;2026-09-10;139.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590295;solartronics;nem;1
0224251;Spannungswandler TS 24V 2500 Watt reiner SINUS;249.84;;nem;;igen;raktaron;igen;6.7;https://www.solartronics.de/spannungswandler-ts-24v-2500-watt-reiner-sinus-0224251;https://www.solartronics.de/media/image/21/c5/25/TS2500_24V_Spannungswandler_blau_2500W_Reiner-Sinus_solartronics_1.jpg;2026-09-10;209.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590301;solartronics;nem;1
0224031;Spannungswandler TS 24V 300 Watt reiner SINUS;47.54;;nem;;igen;raktaron;igen;1.6;https://www.solartronics.de/spannungswandler-ts-24v-300-watt-reiner-sinus-0224031;https://www.solartronics.de/media/image/2e/d4/88/TS300_300w_24V_Spannungswandler_blau_solartronics_1.jpg;2026-09-10;39.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596747;solartronics;nem;1
0224301;Spannungswandler TS 24V 3000 Watt reiner SINUS;297.44;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-ts-24v-3000-watt-reiner-sinus-0224301;https://www.solartronics.de/media/image/72/97/f8/TS3000_24V_Spannungswandler_blau_3000W_Reiner-Sinus_solartronics_1.jpg;2026-09-10;249.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590318;solartronics;nem;1
0224061;Spannungswandler TS 24V 600 Watt reiner SINUS;71.34;;nem;;igen;raktaron;igen;2.2;https://www.solartronics.de/spannungswandler-ts-24v-600-watt-reiner-sinus-0224061;https://www.solartronics.de/media/image/43/f3/ac/TS600_600w_24V_Spannungswandler_blau_solartronics_1.jpg;2026-09-10;59.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590264;solartronics;nem;1
NPS100012V;Spannungswandler USV 12V NPS 1000 Watt reiner SINUS UPS Inverter;199.0;;nem;;igen;raktaron;igen;3.65;https://www.solartronics.de/spannungswandler-12v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-usv-12v-nps-1000-watt-reiner-sinus-ups-inverter-nps100012v;https://www.solartronics.de/media/image/44/1b/10/121-nps1000-12v-rein-01-2.jpg;2026-09-10;167.23;brutto+netto (oldalrol);igen;nem;nem;;4260464590325;solartronics;nem;1
NPS150012V;Spannungswandler USV 12V NPS 1500 Watt reiner SINUS UPS Inverter;279.0;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/spannungswandler-12v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-usv-12v-nps-1500-watt-reiner-sinus-ups-inverter-nps150012v;https://www.solartronics.de/media/image/0a/85/f1/124-nps1500-12v-rein-01-2.jpg;2026-08-06;234.45;brutto+netto (oldalrol);igen;nem;nem;;4260464590332;solartronics;nem;1
NPS200012V;Spannungswandler USV 12V NPS 2000 Watt reiner SINUS UPS Inverter;384.95;;nem;;igen;raktaron;igen;5.3;https://www.solartronics.de/spannungswandler-12v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-usv-12v-nps-2000-watt-reiner-sinus-ups-inverter-nps200012v;https://www.solartronics.de/media/image/45/52/0b/126-nps2000-12v-rein-01-2.jpg;2026-08-06;323.49;brutto+netto (oldalrol);igen;nem;nem;;4260464590349;solartronics;nem;1
NPS100024V;Spannungswandler USV 24V NPS 1000 Watt reiner SINUS UPS Inverter;199.0;;nem;;igen;raktaron;igen;5.6;https://www.solartronics.de/spannungswandler-24v-48v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-usv-24v-nps-1000-watt-reiner-sinus-ups-inverter-nps100024v;https://www.solartronics.de/media/image/bc/a4/d2/125-nps1000-24v-rein-01-2.jpg;2025-08-28;167.23;brutto+netto (oldalrol);igen;nem;nem;;4260464593012;solartronics;nem;1
NPS150024V;Spannungswandler USV 24V NPS 1500 Watt reiner SINUS UPS Inverter;289.0;;nem;;igen;raktaron;igen;5.6;https://www.solartronics.de/spannungswandler-24v-48v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-usv-24v-nps-1500-watt-reiner-sinus-ups-inverter-nps150024v;https://www.solartronics.de/media/image/76/04/43/122-nps1500-24v-rein-01-2.jpg;2026-08-06;242.86;brutto+netto (oldalrol);igen;nem;nem;;4260464593029;solartronics;nem;1
NPS200024V;Spannungswandler USV 24V NPS 2000 Watt reiner SINUS UPS Inverter;394.95;;nem;;igen;raktaron;igen;5.6;https://www.solartronics.de/spannungswandler-24v-48v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-usv-24v-nps-2000-watt-reiner-sinus-ups-inverter-nps200024v;https://www.solartronics.de/media/image/a5/49/54/123-nps2000-24v-rein-01-2.jpg;2026-08-06;331.89;brutto+netto (oldalrol);igen;nem;nem;;4260464593036;solartronics;nem;1
NPS300024V;Spannungswandler USV 24V NPS 3000 Watt reiner SINUS UPS;499.0;;nem;;igen;raktaron;igen;5.6;https://www.solartronics.de/spannungswandler-24v-48v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-usv-24v-nps-3000-watt-reiner-sinus-ups-nps300024v;https://www.solartronics.de/media/image/76/04/43/122-nps1500-24v-rein-01-2.jpg;2026-09-10;419.33;brutto+netto (oldalrol);igen;nem;nem;;4260464596907;solartronics;nem;1
NPS150012V-DIP;Spannungswandler mit DIP-Schalter 1500 Watt 12V USV NPS reiner SINUS UPS Inverter;279.0;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/spannungswandler-12v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-mit-dip-schalter-1500-watt-12v-usv-nps-reiner-sinus-ups-inverter-nps150012v-dip;https://www.solartronics.de/media/image/c1/3a/5e/Spannungswandler_USV_12V_NPS_1500_Watt_mit_DIP-Schalter_solartronics_2.jpg;2026-08-06;234.45;brutto+netto (oldalrol);igen;nem;nem;;4260464596112;solartronics;nem;1
NPS200012V-DIP;Spannungswandler mit DIP-Schalter 2000 Watt 12V USV NPS reiner SINUS UPS Inverter;384.95;;nem;;igen;raktaron;igen;5.3;https://www.solartronics.de/spannungswandler-12v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-mit-dip-schalter-2000-watt-12v-usv-nps-reiner-sinus-ups-inverter-nps200012v-dip;https://www.solartronics.de/media/image/83/4f/85/Spannungswandler_USV_12V_NPS_2000_Watt_mit_DIP-Schalter_solartronics_2.jpg;2026-08-06;323.49;brutto+netto (oldalrol);igen;nem;nem;;4260464596129;solartronics;nem;1
NPS300012DIP;Spannungswandler mit DIP-Schalter 3000 Watt 12V USV NPS reiner SINUS UPS Inverter;489.0;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-12v/usv-unterbrechungsfreie-stromversorgung/spannungswandler-mit-dip-schalter-3000-watt-12v-usv-nps-reiner-sinus-ups-inverter-nps300012dip;https://www.solartronics.de/media/image/83/4f/85/Spannungswandler_USV_12V_NPS_2000_Watt_mit_DIP-Schalter_solartronics_2.jpg;2025-08-28;410.92;brutto+netto (oldalrol);igen;nem;nem;;4260464599991;solartronics;nem;1
1605C-C213;Stromverteiler 230V 16A – CEE Stecker + Schuko + Kupplung – Für Camping & Baustelle – IP44;65.0;;nem;;nem;nincs raktaron (beszerzes alatt);igen;;https://www.solartronics.de/stromverteiler-230v-16a-cee-stecker-schuko-kupplung-fuer-camping-baustelle-ip44-1605c-c213;https://www.solartronics.de/media/image/b6/60/g0/solartronics-cee-verteiler-230V-16a-2x-schuko-1x-cee-1-5m.jpg;2026-07-08;54.62;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4068508016066;solartronics;nem;1
12087;TS1000-12V-DE80D Reiner Sinus Spannungswandler 1000W mit Kabel-Display-Fernbedienung USB-A & USB-C;111.8;;nem;;nem;utanpotlas uton;igen;3.2;https://www.solartronics.de/detail/index/sArticle/4092;https://www.solartronics.de/media/image/77/bb/a7/spannungswandler-1000w-12v-ts100012v-de80d-mit-fernbedienungqOFzb4l4z70Ek.jpg;2026-09-10;93.95;brutto+netto (oldalrol);igen;nem;nem;;4068508014659;solartronics;nem;1
TS100012V-DE80D;TS1000-12V-DE80D Reiner Sinus Spannungswandler 1000W mit Kabel-Display-Fernbedienung USB-A & USB-C;111.8;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/ts1000-12v-de80d-reiner-sinus-spannungswandler-1000w-mit-kabel-display-fernbedienung-usb-a-usb-c-ts100012v-de80d;https://www.solartronics.de/media/image/77/bb/a7/spannungswandler-1000w-12v-ts100012v-de80d-mit-fernbedienungqOFzb4l4z70Ek.jpg;2026-01-26;93.95;brutto+netto (oldalrol);igen;nem;nem;;4068508014659;solartronics;nem;1
TS150012V-DE80D;TS1500-12V-DE80D Reiner Sinus Spannungswandler 1500W mit Kabel-Display-Fernbedienung USB-A & USB-C;159.4;;nem;;igen;raktaron;igen;5.9;https://www.solartronics.de/ts1500-12v-de80d-reiner-sinus-spannungswandler-1500w-mit-kabel-display-fernbedienung-usb-a-usb-c-ts150012v-de80d;https://www.solartronics.de/media/image/19/2f/31/Wechselrichter-1500w-12v-reiner-sinus-TS150012V-DE80D.jpg;2026-01-26;133.95;brutto+netto (oldalrol);igen;nem;nem;;4068508014666;solartronics;nem;1
TS200012V-DE80D;TS2000-12V-DE80D Reiner Sinus Spannungswandler 2000W mit Kabel-Display-Fernbedienung USB-A & USB-C;183.2;;nem;;nem;nincs raktaron (beszerzes alatt);igen;6.35;https://www.solartronics.de/ts2000-12v-de80d-reiner-sinus-spannungswandler-2000w-mit-kabel-display-fernbedienung-usb-a-usb-c-ts200012v-de80d;https://www.solartronics.de/media/image/d2/3a/97/Wechselrichter-2000w-12v-reiner-sinus-TS200012V-DE80D.jpg;2026-08-13;153.95;brutto+netto (oldalrol);igen;nem;nem;;4068508014673;solartronics;nem;1
TS300012V-DE80D;TS3000-12V-DE80D Reiner Sinus Spannungswandler 3000W mit Kabel-Display-Fernbedienung USB-A & USB-C;314.1;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/ts3000-12v-de80d-reiner-sinus-spannungswandler-3000w-mit-kabel-display-fernbedienung-usb-a-usb-c-ts300012v-de80d;https://www.solartronics.de/media/image/31/ea/eb/Wechselrichter-3000w-12v-reiner-sinus-TS200012V-DE80D-Setbild.jpg;2026-05-28;263.95;brutto+netto (oldalrol);igen;nem;nem;;4068508014680;solartronics;nem;1
080012;Umschaltstation IVT US-12N 230V 12A NEU OVP;77.95;;nem;;igen;raktaron;igen;0.25;https://www.solartronics.de/zubehoer/umschaltstation/umschaltstation-ivt-us-12n-230v-12a-neu-ovp-080012;https://www.solartronics.de/media/image/0d/b2/90/us-12n.jpg;2025-06-24;65.5;brutto+netto (oldalrol);igen;nem;nem;;4260464590097;solartronics;nem;1
080016;Umschaltstation IVT US-16 230V 16A NEU OVP;119.9;;nem;;igen;raktaron;igen;0.45;https://www.solartronics.de/zubehoer/umschaltstation/umschaltstation-ivt-us-16-230v-16a-neu-ovp-080016;https://www.solartronics.de/media/image/05/38/fd/us-16.jpg;2025-11-18;100.76;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
VLK-SCHW-4mm-1m_s;Verlängerungskabel 4mm² Solarkabel schwarz mit Solarstecker beidseitig für Solarmodule PV GAK;8.03;;nem;;igen;raktaron;igen;0.15;https://www.solartronics.de/verlaengerungskabel-4mm2-solarkabel-schwarz-mit-solarstecker-beidseitig-fuer-solarmodule-pv-gak-vlk-schw-4mm-1m-s;https://www.solartronics.de/media/image/44/c7/c7/Solarmodul_Verlaengerungskabel_schwarz_1.jpg;2026-09-10;6.75;brutto+netto (oldalrol);nem;igen;igen;0.5 Meter (16,06 € * / 1 Meter);4260464596952;solartronics;nem;1
PV-VK-4mm-45m_s;Verlängerungskabel 4mm² beidseitig kompatibel mit MC4 Solarkabel rot / schwarz inkl. Stecker;8.03;;nem;;igen;raktaron;igen;4.95;https://www.solartronics.de/verlaengerungskabel-4mm2-beidseitig-kompatibel-mit-mc4-solarkabel-rot/schwarz-inkl.-stecker-pv-vk-4mm-45m-s;https://www.solartronics.de/media/image/18/a9/41/kabelverlaengerung.jpg;2026-09-10;6.75;brutto+netto (oldalrol);nem;igen;igen;0.5 Meter (16,06 € * / 1 Meter);4260464593562;solartronics;nem;1
VLK-SCHW-6mm-1m_s;Verlängerungskabel 6mm² Solarkabel schwarz mit Solarstecker beidseitig für Solarmodule PV GAK;8.27;;nem;;igen;raktaron;igen;0.18;https://www.solartronics.de/verlaengerungskabel-6mm2-solarkabel-schwarz-mit-solarstecker-beidseitig-fuer-solarmodule-pv-gak-vlk-schw-6mm-1m-s;https://www.solartronics.de/media/image/44/c7/c7/Solarmodul_Verlaengerungskabel_schwarz_1.jpg;2026-09-10;6.95;brutto+netto (oldalrol);nem;igen;igen;0.5 Meter (16,54 € * / 1 Meter);4260464597102;solartronics;nem;1
PV-VK-6mm-1m_s;Verlängerungskabel 6mm² beidseitig kompatibel mit MC4 Solarkabel rot / schwarz inkl. Stecker;6.76;;nem;;igen;raktaron;igen;0.18;https://www.solartronics.de/verlaengerungskabel-6mm2-beidseitig-kompatibel-mit-mc4-solarkabel-rot/schwarz-inkl.-stecker-pv-vk-6mm-1m-s;https://www.solartronics.de/media/image/18/a9/41/kabelverlaengerung.jpg;2026-09-10;5.68;brutto+netto (oldalrol);nem;igen;igen;0.5 Meter (13,52 € * / 1 Meter);4260464593302;solartronics;nem;1
91421;solartronics CEE-Adapter Schuko auf CEE 230V 16A Stecker Kupplung Verteiler 3-polig männlich IP44;7.5;;nem;;nem;utanpotlas uton;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-cee-adapter-schuko-auf-cee-230v-16a-stecker-kupplung-verteiler-3-polig-maennlich-ip44-91421;https://www.solartronics.de/media/image/ae/3f/db/cee-schuko-adapter-230v.jpg;2026-07-02;6.3;brutto (netto szamitott, 19% MwSt);igen;nem;nem;1 Stück;4260464591421;solartronics;nem;1
91438;solartronics CEE-Adapter Schuko auf CEE 230V 16A Stecker Kupplung Verteiler 3-polig weiblich IP44;7.5;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-cee-adapter-schuko-auf-cee-230v-16a-stecker-kupplung-verteiler-3-polig-weiblich-ip44-91438;https://www.solartronics.de/media/image/f6/b0/b5/cee-schuko-adapter-230v-16a-stecker-kupplung-verteiler-3-polig-weiblich_1.jpg;2026-07-21;6.3;brutto (netto szamitott, 19% MwSt);igen;nem;nem;1 Stück;4260464591438;solartronics;nem;1
91926;solartronics CEE-Schuko-Adapter-Set 2x1,5m Kabel Stecker-Kupplung-Verteiler 230V 16A 3-polig IP44;21.49;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-cee-schuko-adapter-set-2x1-5m-kabel-stecker-kupplung-verteiler-230v-16a-3-polig-ip44-91926;https://www.solartronics.de/media/image/59/66/2a/91926-1.jpg;2026-07-02;18.06;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464591926;solartronics;nem;1
91750;solartronics CEE-Schuko-Kombi-Wandsteckdose 32A 400V IP44 mit Sicherung 5-polig;21.95;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-cee-schuko-kombi-wandsteckdose-32a-400v-ip44-mit-sicherung-5-polig-91750;https://www.solartronics.de/media/image/df/9f/37/32a-schuco-fuse-01.jpg;2026-08-13;18.45;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464594590;solartronics;nem;1
91452;solartronics CEE-Wandstecker 16A 380V/400V 5-polig IP44;6.8;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-cee-wandstecker-16a-380v/400v-5-polig-ip44-91452;https://www.solartronics.de/media/image/c5/97/a4/cee-wandstecker-16a-380v-400v_2.jpg;2026-07-02;5.71;brutto (netto szamitott, 19% MwSt);igen;nem;nem;1 Stück;4260464591452;solartronics;nem;1
91509;solartronics Caravan Adapter Verteiler CEE-Schuko-Kombi-Anbaudose 6A 230V IP44 3-polig;11.95;;nem;;nem;utanpotlas uton;igen;0.5;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-caravan-adapter-verteiler-cee-schuko-kombi-anbaudose-6a-230v-ip44-3-polig-91509;https://www.solartronics.de/media/image/42/89/a6/91509-1.jpg;2026-09-10;10.04;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464590905;solartronics;nem;1
H-4mm2-RT-100m;solartronics H1Z2Z2-K Solarkabel 4/6mm² rot/schwarz 100M Ring;110.61;;nem;;igen;raktaron;igen;5.5;https://www.solartronics.de/solartronics-h1z2z2-k-solarkabel-4/6mm2-rot/schwarz-100m-ring-h-4mm2-rt-100m;https://www.solartronics.de/media/image/c5/e8/7f/Solarkabel-4mm2-rot-100m-HELU.jpg;2026-04-27;92.95;brutto+netto (oldalrol);nem;nem;igen;;4068508024108;solartronics;nem;1
91490;solartronics Schuko-Kupplung 16A 250V Schutzkontakt IP44 1,5mm²-2,5 mm²;1.79;;nem;;igen;raktaron;igen;0.1;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-schuko-kupplung-16a-250v-schutzkontakt-ip44-1-5mm2-2-5-mm2-91490;https://www.solartronics.de/media/image/60/72/86/schuko-kupplung-16a-250v_1.jpg;2026-07-20;1.5;brutto (netto szamitott, 19% MwSt);igen;nem;nem;1 Stück;4260464591490;solartronics;nem;1
91506;solartronics Schuko-Stecker 16A 250V Schutzkontakt IP44 1,5 mm²-2,5 mm²;1.79;;nem;;igen;raktaron;igen;0.1;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-schuko-stecker-16a-250v-schutzkontakt-ip44-1-5-mm2-2-5-mm2-91506;https://www.solartronics.de/media/image/cd/66/84/schuko-stecker-16a-250v_3.jpg;2026-07-20;1.5;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464596631;solartronics;nem;1
91483;solartronics Schuko-Stecker-Kupplung-Set 16A 250V Schutzkontakt IP44;3.5;;nem;;igen;raktaron;igen;0.1;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/solartronics-schuko-stecker-kupplung-set-16a-250v-schutzkontakt-ip44-91483;https://www.solartronics.de/media/image/3e/41/8e/temp__57_6_0UJnuEUfcDH8W.jpg;2026-07-02;2.94;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464591483;solartronics;nem;1
24DC10A;solartronics Spannungswandler 24V DC auf 12V DC 10A - 60A Negative Booster Konverter 10A (120W);19.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;0.4;https://www.solartronics.de/spannungswandler-24v-48v/wandler-24v-dc-auf-12v-dc/solartronics-spannungswandler-24v-dc-auf-12v-dc-10a-60a-negative-booster-konverter-10a-120w-24dc10a;https://www.solartronics.de/media/image/da/16/14/Negative_Booster_Spannungswandler_Converter_10A_24V_12V_solartronics_1.jpg;2026-07-14;16.76;brutto+netto (oldalrol);igen;nem;nem;;4260464594989;solartronics;nem;1
24DC15A;solartronics Spannungswandler 24V DC auf 12V DC 10A - 60A Negative Booster Konverter 15A (180W);24.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;0.3;https://www.solartronics.de/spannungswandler-24v-48v/wandler-24v-dc-auf-12v-dc/solartronics-spannungswandler-24v-dc-auf-12v-dc-10a-60a-negative-booster-konverter-15a-180w-24dc15a;https://www.solartronics.de/media/image/1a/41/00/Negative_Booster_Spannungswandler_Converter_15A_24V_12V_solartronics_1.jpg;2026-07-14;20.97;brutto+netto (oldalrol);igen;nem;nem;;4260464594996;solartronics;nem;1
24DC20A;solartronics Spannungswandler 24V DC auf 12V DC 10A - 60A Negative Booster Konverter 20A (240W);27.95;;nem;;igen;raktaron;igen;0.5;https://www.solartronics.de/spannungswandler-24v-48v/wandler-24v-dc-auf-12v-dc/solartronics-spannungswandler-24v-dc-auf-12v-dc-10a-60a-negative-booster-konverter-20a-240w-24dc20a;https://www.solartronics.de/media/image/1f/e9/88/Negative_Booster_Spannungswandler_Converter_20A_24V_12V_solartronics_1.jpg;2026-07-14;23.49;brutto+netto (oldalrol);igen;nem;nem;;4260464591056;solartronics;nem;1
