# forras=https://www.solartronics.de generalva=2026-09-19T09:38:52Z penznem=EUR ar=brutto_kiskereskedelmi_inkl_MwSt termek_db=434 keszleten=344
cikkszam;nev;ar;listaar;akcios;kedvezmeny_szazalek;keszleten_van;keszlet_statusz;rendelheto;suly_kg;url;fokep_url;utolso_modositas;netto_ar;ar_tipus;ar_fix;tol_ar;variansos;kiszereles;ean;marka;duplikalt_cikkszam;duplikalt_db
LRK-SCHW-6mm-1m;Solarkabel 6mm² schwarz Profi-Verbindungskabel mit Stecker für Laderegler Solarmodule Verteiler GAK;11.95;;nem;;igen;raktaron;igen;0.18;https://www.solartronics.de/solarkabel-6mm2-schwarz-profi-verbindungskabel-mit-stecker-fuer-laderegler-solarmodule-verteiler-gak-lrk-schw-6mm-1m;https://www.solartronics.de/media/image/c0/06/c1/Ladereglerkabel_Verbindungskabel_4mm_6mm_schwarz_schrumpfschlauch_solartronics_1.jpg;2025-05-28;10.04;brutto+netto (oldalrol);nem;igen;igen;1 Meter;4260464599953;solartronics;nem;1
PV-VK-4mm-2x-1m;Solarkabel Doppelpack 4x PV-Kabel 4mm² H1Z2Z2-K Schwarz & Rot mit Solarstecker;14.22;;nem;;igen;raktaron;igen;0.3;https://www.solartronics.de/solarkabel-doppelpack-4x-pv-kabel-4mm2-h1z2z2-k-schwarz-rot-mit-solarstecker-pv-vk-4mm-2x-1m;https://www.solartronics.de/media/image/f6/72/65/PVVK4mm2cover.png;2025-09-30;11.95;brutto+netto (oldalrol);nem;igen;igen;1 Meter;4068508009013;solartronics;nem;1
VLK-SCHW-4mm-2x-1m;Solarkabel Doppelpack 4x PV-Kabel 4mm² H1Z2Z2-K Schwarz & Schwarz mit Solarstecker;16.01;;nem;;igen;raktaron;igen;0.3;https://www.solartronics.de/solarkabel-doppelpack-4x-pv-kabel-4mm2-h1z2z2-k-schwarz-schwarz-mit-solarstecker-vlk-schw-4mm-2x-1m;https://www.solartronics.de/media/image/17/d7/de/PVVK4mm2SCHWcoveryoqJ6ByhkOvpB.png;2026-05-27;13.45;brutto+netto (oldalrol);nem;nem;igen;4 Meter (4,00 € * / 1 Meter);4068508009235;solartronics;nem;1
PV-VK-6mm-2x-1m;Solarkabel Doppelpack 4x PV-Kabel 6mm² H1Z2Z2-K Schwarz & Rot mit Solarstecker;14.82;;nem;;igen;raktaron;igen;0.36;https://www.solartronics.de/solarkabel-doppelpack-4x-pv-kabel-6mm2-h1z2z2-k-schwarz-rot-mit-solarstecker-pv-vk-6mm-2x-1m;https://www.solartronics.de/media/image/c8/07/6f/PVVK6mm2cover.png;2026-01-20;12.45;brutto+netto (oldalrol);nem;igen;igen;1 Meter;4068508009228;solartronics;nem;1
VLK-SCHW-6mm-2x-1m;Solarkabel Doppelpack 4x PV-Kabel 6mm² H1Z2Z2-K Schwarz & Schwarz mit Solarstecker;14.82;;nem;;igen;raktaron;igen;0.36;https://www.solartronics.de/solarkabel-doppelpack-4x-pv-kabel-6mm2-h1z2z2-k-schwarz-schwarz-mit-solarstecker-vlk-schw-6mm-2x-1m;https://www.solartronics.de/media/image/1b/d5/80/PVVK6mm2SCHWcover.png;2025-09-30;12.45;brutto+netto (oldalrol);nem;igen;igen;1 Meter;4068508009242;solartronics;nem;1
PV-K-U-10kg;Solarkabel Konvolut Rückläufer Verschnitt 10kg mit/ohne PV Stecker 4/6mm²;95.2;;nem;;igen;raktaron;igen;10.0;https://www.solartronics.de/solarkabel-konvolut-ruecklaeufer-verschnitt-10kg-mit/ohne-pv-stecker-4/6mm2-pv-k-u-10kg;https://www.solartronics.de/media/image/db/48/26/IMG_8820.jpg;2026-05-05;80.0;brutto+netto (oldalrol);igen;nem;nem;;;solartronics;nem;1
PV-K-U-20kg;Solarkabel Konvolut Rückläufer Verschnitt 20kg mit/ohne PV Stecker 4/6mm²;178.5;;nem;;igen;raktaron;igen;20.0;https://www.solartronics.de/solarkabel-konvolut-ruecklaeufer-verschnitt-20kg-mit/ohne-pv-stecker-4/6mm2-pv-k-u-20kg;https://www.solartronics.de/media/image/db/48/26/IMG_8820.jpg;2025-11-18;150.0;brutto+netto (oldalrol);igen;nem;nem;;;solartronics;nem;1
SK4mm-rot;Solarkabel Meterware - 4mm² 6mm² 10mm² - rot Schwarz blau;1.19;;nem;;igen;raktaron;igen;0.05;https://www.solartronics.de/solarkabel-meterware-4mm2-6mm2-10mm2-rot-schwarz-blau-sk4mm-rot;https://www.solartronics.de/media/image/69/59/40/Solarkabel_4mm_6mm_10mm_schwarz_rot_blau_1_lfm_Auswahl_0.jpg;2025-11-18;1.0;brutto+netto (oldalrol);nem;nem;igen;;4260464596693;solartronics;nem;1
4mm2-RT-5m;Solarkabel Meterware 4mm², 6mm² H1Z2Z2-K Solarleitung rot schwarz blau 5m – 500m;13.03;;nem;;igen;raktaron;igen;0.27;https://www.solartronics.de/solarkabel-meterware-4mm2-6mm2-h1z2z2-k-solarleitung-rot-schwarz-blau-5m-500m-4mm2-rt-5m;https://www.solartronics.de/media/image/06/86/4e/solartronics_Solarkablel_drum-1.png;2026-08-18;10.95;brutto+netto (oldalrol);nem;nem;igen;5 Meter (2,61 € * / 1 Meter);4260464513218;solartronics;nem;1
STK150W-MPPT;Solarkoffer Mobil 150 Watt Mono Solarpanel MPPT Laderegler 1285mmx670mmx35mm;249.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;13.3;https://www.solartronics.de/solarmodule/solarkoffer/solarkoffer-mobil-150-watt-mono-solarpanel-mppt-laderegler-1285mmx670mmx35mm-stk150w-mppt;https://www.solartronics.de/media/image/b9/49/8e/150W_1_Front_Solarpanel_Koffer.jpg;2025-11-18;210.04;brutto+netto (oldalrol);igen;nem;nem;;4260464595344;solartronics;nem;1
STK60W-PWM;Solarkoffer Mobil 60 Watt Mono Solarpanel PWM Laderegler 765mmx520mmx30mm;109.95;;nem;;nem;utanpotlas uton;igen;6.0;https://www.solartronics.de/solarmodule/solarkoffer/solarkoffer-mobil-60-watt-mono-solarpanel-pwm-laderegler-765mmx520mmx30mm-stk60w-pwm;https://www.solartronics.de/media/image/c4/f4/67/60W_7_Front_Solarpanel_Koffer.jpg;2025-11-18;92.39;brutto+netto (oldalrol);igen;nem;nem;;4260464595306;solartronics;nem;1
M10018E;Solarmodul 100 Watt Mono 18 V 20 Busbars Solarpanel Solarzelle;55.87;;nem;;igen;raktaron;igen;6.5;https://www.solartronics.de/solarmodul-100-watt-mono-18-v-20-busbars-solarpanel-solarzelle-m10018e;https://www.solartronics.de/media/image/62/8f/7c/STM10018E_klein.jpg;2025-07-28;46.95;brutto+netto (oldalrol);igen;nem;nem;;4068508013621;solartronics;nem;1
M10018E2;Solarmodul 100 Watt Mono 18 V 20 Busbars Solarpanel Solarzelle (2 Stück);105.85;;nem;;igen;raktaron;igen;13.0;https://www.solartronics.de/solarmodul-100-watt-mono-18-v-20-busbars-solarpanel-solarzelle-2-stueck-m10018e2;https://www.solartronics.de/media/image/ba/46/7c/2.jpg;2026-09-10;88.95;brutto+netto (oldalrol);igen;nem;nem;;4068508013638;solartronics;nem;1
M10018E3;Solarmodul 100 Watt Mono 18 V 20 Busbars Solarpanel Solarzelle (3 Stück);155.71;;nem;;igen;raktaron;igen;19.5;https://www.solartronics.de/solarmodul-100-watt-mono-18-v-20-busbars-solarpanel-solarzelle-3-stueck-m10018e3;https://www.solartronics.de/media/image/67/98/ed/1jzZ5V6ZM8UkxM.jpg;2025-07-28;130.85;brutto+netto (oldalrol);igen;nem;nem;;4068508013645;solartronics;nem;1
M10018J;Solarmodul 100 Watt Mono 18V All-Black Solarpanel Solarzelle 910x580x30;53.49;;nem;;igen;raktaron;igen;5.5;https://www.solartronics.de/solarmodul-100-watt-mono-18v-all-black-solarpanel-solarzelle-910x580x30-m10018j;https://www.solartronics.de/media/image/7a/a3/85/M10018J-MAIN.jpg;2026-08-04;44.95;brutto+netto (oldalrol);igen;nem;nem;1 Stück;4068508022852;solartronics;nem;1
M10018J2;Solarmodul 100 Watt Mono 18V All-Black Solarpanel Solarzelle 910x580x30 (2 Stück);106.98;;nem;;igen;raktaron;igen;11.0;https://www.solartronics.de/solarmodul-100-watt-mono-18v-all-black-solarpanel-solarzelle-910x580x30-2-stueck-m10018j2;https://www.solartronics.de/media/image/b2/c3/6e/M10018J2-MAIN.jpg;2026-01-29;89.9;brutto+netto (oldalrol);igen;nem;nem;2 Stück (53,49 € * / 1 Stück);4068508022944;solartronics;nem;1
M10018J3;Solarmodul 100 Watt Mono 18V All-Black Solarpanel Solarzelle 910x580x30 (3 Stück);160.47;;nem;;igen;raktaron;igen;16.5;https://www.solartronics.de/solarmodul-100-watt-mono-18v-all-black-solarpanel-solarzelle-910x580x30-3-stueck-m10018j3;https://www.solartronics.de/media/image/17/0e/c3/M10018J3-MAIN.jpg;2026-01-29;134.85;brutto+netto (oldalrol);igen;nem;nem;3 Stück (53,49 € * / 1 Stück);4068508022951;solartronics;nem;1
M10018M;Solarmodul 100 Watt Mono 18V flexibel All-Black Solarpanel Solarzelle 940x590x3;71.34;;nem;;igen;raktaron;igen;2.7;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-100-watt-mono-18v-flexibel-all-black-solarpanel-solarzelle-940x590x3-m10018m;https://www.solartronics.de/media/image/10/92/aa/solartronics-solarmodul-100w-mono-flexibel-vorderseite.jpg;2026-07-13;59.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508024702;solartronics;nem;1
ST100M36V;Solarmodul 100 Watt Mono 36V Solarpanel Solarzelle 1130x505x30 93098;59.44;;nem;;igen;raktaron;igen;6.5;https://www.solartronics.de/solarmodul-100-watt-mono-36v-solarpanel-solarzelle-1130x505x30-93098-st100m36v;https://www.solartronics.de/media/image/f7/72/9f/043-100w-mono-36v-8kg-1130x505x30-01.jpg;2025-11-18;49.95;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
ST100M156;Solarmodul 100 Watt Mono Solarpanel Solarzelle 1000x675x30 92053;64.45;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/solarmodul-100-watt-mono-solarpanel-solarzelle-1000x675x30-92053-st100m156;https://www.solartronics.de/media/image/f4/7d/ff/010-100w-mono-9-45kg-1000x674-1.jpg;2025-10-09;54.16;brutto+netto (oldalrol);igen;nem;nem;;4260464592053;solartronics;nem;1
05100M0115-30;Solarmodul 100 Watt Mono Solarpanel Solarzelle 1200x540x30 92237;86.95;;nem;;nem;utanpotlas uton;igen;7.1;https://www.solartronics.de/solarmodul-100-watt-mono-solarpanel-solarzelle-1200x540x30-92237-05100m0115-30;https://www.solartronics.de/media/image/e2/44/03/013-2-100w-mono-7-2kg-1200x540x30-1.jpg;2026-09-10;73.07;brutto+netto (oldalrol);igen;nem;nem;;4260464592237;solartronics;nem;1
05100P2;Solarmodul 100 Watt Poly Solarpanel Solarzelle 1020x670x30 90639;47.54;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-100-watt-poly-solarpanel-solarzelle-1020x670x30-90639-05100p2;https://www.solartronics.de/media/image/98/08/63/018-100w-poly-9-71kg-1020x680-1.jpg;2026-09-10;39.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590639;solartronics;nem;1
054100F100;Solarmodul 100 Watt flexibel Mono Solarpanel Solarzelle 1100x542x2 92121;149.95;;nem;;igen;raktaron;igen;1.6;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-100-watt-flexibel-mono-solarpanel-solarzelle-1100x542x2-92121-054100f100;https://www.solartronics.de/media/image/f5/g0/b7/024-100w-mono-flex-2kg-1100x542-1.jpg;2026-09-10;126.01;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;( 2;solartronics;nem;1
BL-100W1000;Solarmodul 100 Watt schwarz Mono Solarpanel Solarzelle 1000x675x30;86.95;;nem;;igen;raktaron;igen;7.5;https://www.solartronics.de/solarmodul-100-watt-schwarz-mono-solarpanel-solarzelle-1000x675x30-bl-100w1000;https://www.solartronics.de/media/image/be/96/b6/100W_Solarpanel_1000_schwarz_solartronics_1.jpg;2025-02-04;73.07;brutto+netto (oldalrol);igen;nem;nem;;4260464596136;solartronics;nem;1
BL-100M0115;Solarmodul 100 Watt schwarz Mono Solarpanel Solarzelle 1200x545x30 93043;86.95;;nem;;nem;utanpotlas uton;igen;8.3;https://www.solartronics.de/solarmodul-100-watt-schwarz-mono-solarpanel-solarzelle-1200x545x30-93043-bl-100m0115;https://www.solartronics.de/media/image/08/8d/g0/100W_Solarpanel_1200_schwarz_solartronics.jpg;2026-07-14;73.07;brutto+netto (oldalrol);igen;nem;nem;;4260464593043;solartronics;nem;1
M12018A;Solarmodul 120 Watt Mono 18 V 18 Busbars Solarpanel Solarzelle;53.49;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/solarmodul-120-watt-mono-18-v-18-busbars-solarpanel-solarzelle-m12018a;https://www.solartronics.de/media/image/cf/0c/4f/B0F5BVMPQG-MAINtvrt1v5lVOsI5.jpg;2026-07-20;44.95;brutto+netto (oldalrol);igen;nem;nem;;4068508012648;solartronics;nem;1
M12018A2;Solarmodul 120 Watt Mono 18 V 18 Busbars Solarpanel Solarzelle (2 Stück);99.9;;nem;;igen;raktaron;igen;14.0;https://www.solartronics.de/solarmodul-120-watt-mono-18-v-18-busbars-solarpanel-solarzelle-2-stueck-m12018a2;https://www.solartronics.de/media/image/52/78/54/B0F5BVMPQG-2x120W.png;2025-08-15;83.95;brutto+netto (oldalrol);igen;nem;nem;;4068508012655;solartronics;nem;1
M12018A3;Solarmodul 120 Watt Mono 18 V 18 Busbars Solarpanel Solarzelle (3 Stück);148.95;;nem;;igen;raktaron;igen;21.0;https://www.solartronics.de/solarmodul-120-watt-mono-18-v-18-busbars-solarpanel-solarzelle-3-stueck-m12018a3;https://www.solartronics.de/media/image/6f/32/60/M12018A3.jpg;2025-08-15;125.17;brutto+netto (oldalrol);igen;nem;nem;;4068508012662;solartronics;nem;1
M12018C;Solarmodul 120 Watt Mono 18V Black Solarpanel Solarzelle mit Spoiler;77.29;;nem;;igen;raktaron;igen;6.35;https://www.solartronics.de/solarmodul-120-watt-mono-18v-black-solarpanel-solarzelle-mit-spoiler-m12018c;https://www.solartronics.de/media/image/a5/36/02/M12018C.jpg;2026-07-20;64.95;brutto+netto (oldalrol);igen;nem;nem;;4068508016592;solartronics;nem;1
M12018B;Solarmodul 120 Watt Mono 18V Full Solarpanel Solarzelle 1070x580x35;53.49;;nem;;nem;nincs raktaron (beszerzes alatt);igen;7.0;https://www.solartronics.de/solarmodul-120-watt-mono-18v-full-solarpanel-solarzelle-1070x580x35-m12018b;https://www.solartronics.de/media/image/01/15/a1/M12018B-120-watt-mono-black-solarmodul.jpg;2026-07-20;44.95;brutto+netto (oldalrol);igen;nem;nem;;4068508016677;solartronics;nem;1
M12018B2;Solarmodul 120 Watt Mono 18V Full Solarpanel Solarzelle 1070x580x35 (2 Stück);99.9;;nem;;nem;nincs raktaron (beszerzes alatt);igen;14.0;https://www.solartronics.de/solarmodul-120-watt-mono-18v-full-solarpanel-solarzelle-1070x580x35-2-stueck-m12018b2;https://www.solartronics.de/media/image/b7/b5/2d/M12018B2.jpg;2026-07-20;83.95;brutto+netto (oldalrol);igen;nem;nem;;4068508016684;solartronics;nem;1
M12018B3;Solarmodul 120 Watt Mono 18V Full Solarpanel Solarzelle 1070x580x35 (3 Stück);148.69;;nem;;nem;nincs raktaron (beszerzes alatt);igen;21.0;https://www.solartronics.de/solarmodul-120-watt-mono-18v-full-solarpanel-solarzelle-1070x580x35-3-stueck-m12018b3;https://www.solartronics.de/media/image/bc/36/23/M12018B3_hr.jpg;2026-07-20;124.95;brutto+netto (oldalrol);igen;nem;nem;;4068508016691;solartronics;nem;1
M12018D;Solarmodul 120 Watt Mono 18V flexibel All-Black Solarpanel Solarzelle 1145x590x3;83.24;;nem;;igen;raktaron;igen;3.3;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-120-watt-mono-18v-flexibel-all-black-solarpanel-solarzelle-1145x590x3-m12018d;https://www.solartronics.de/media/image/45/85/31/solartronics-solarmodul-120w-mono-flexibel-vorderseite.jpg;2026-07-15;69.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508024740;solartronics;nem;1
M13018C;Solarmodul 130 Watt Mono 18V Bifazial Solarpanel Solarzelle 890x770x35;64.8;;nem;;nem;nincs raktaron (beszerzes alatt);igen;7.05;https://www.solartronics.de/detail/index/sArticle/4429;https://www.solartronics.de/media/image/84/f5/cd/solartronics-solarmodul-130w-18v-bifazial-glas-glas-a-grad-zellen.jpg;2026-06-04;54.45;brutto+netto (oldalrol);igen;nem;nem;1 Stück;4068508024535;solartronics;nem;1
M13018C2;Solarmodul 130 Watt Mono 18V Bifazial Solarpanel Solarzelle 890x770x35 (2 Stück);129.59;;nem;;nem;nincs raktaron (beszerzes alatt);igen;14.1;https://www.solartronics.de/detail/index/sArticle/4418;https://www.solartronics.de/media/image/1c/68/06/solartronics-solarmodul-130w-18v-bifazial-glas-glas-2er-260-wattset.jpg;2026-09-10;108.9;brutto+netto (oldalrol);igen;nem;nem;2 Stück (64,80 € * / 1 Stück);4068508024559;solartronics;nem;1
M13018C3;Solarmodul 130 Watt Mono 18V Bifazial Solarpanel Solarzelle 890x770x35 (3 Stück);194.39;;nem;;nem;nincs raktaron (beszerzes alatt);igen;21.15;https://www.solartronics.de/detail/index/sArticle/4422;https://www.solartronics.de/media/image/0a/a7/ba/solartronics-solarmodul-130w-18v-bifazial-glas-glas-3er-390-watt-set.jpg;2026-06-01;163.35;brutto (netto szamitott, 19% MwSt);igen;nem;nem;3 Stück (64,80 € * / 1 Stück);4068508024573;solartronics;nem;1
M13018B;Solarmodul 130 Watt Mono 18V flexibel All-Black Solarpanel Solarzelle 1180x585x3;89.19;;nem;;igen;raktaron;igen;3.8;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-130-watt-mono-18v-flexibel-all-black-solarpanel-solarzelle-1180x585x3-m13018b;https://www.solartronics.de/media/image/12/40/14/solartronics-solarmodul-130W-mono-flexibel-vorderseite.jpg;2026-07-15;74.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508024771;solartronics;nem;1
05130M0113;Solarmodul 130 Watt Mono Solarpanel Solarzelle 1130x680x35 90646;64.79;;nem;;nem;utanpotlas uton;igen;9.0;https://www.solartronics.de/solarmodul-130-watt-mono-solarpanel-solarzelle-1130x680x35-90646-05130m0113;https://www.solartronics.de/media/image/33/a2/56/039-130w-mono-9-5kg-1130x680x35-1.jpg;2026-09-10;54.45;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
05130P1;Solarmodul 130 Watt Poly Solarpanel Solarzelle 1290x675x30 92459;106.45;;nem;;igen;raktaron;igen;10.2;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-130-watt-poly-solarpanel-solarzelle-1290x675x30-92459-05130p1;https://www.solartronics.de/media/image/16/37/26/037-130w-poly-11kg-1290x675x35-1.jpg;2025-11-18;89.45;brutto+netto (oldalrol);igen;nem;nem;;4260464592459;solartronics;nem;1
05140M0115-2;Solarmodul 140 Watt Mono 12 Busbars 210mm Zellformat Solarpanel 1170x675x35;68.96;;nem;;nem;nincs raktaron (beszerzes alatt);igen;8.55;https://www.solartronics.de/solarmodul-140-watt-mono-12-busbars-210mm-zellformat-solarpanel-1170x675x35-05140m0115-2;https://www.solartronics.de/media/image/bc/66/80/1x140W_mono_18V_12_Busbars_solarpanel_solartronics_1.jpg;2026-09-10;57.95;brutto+netto (oldalrol);igen;nem;nem;;( 5;solartronics;nem;1
05140P113;Solarmodul 140 Watt Poly Solarpanel Solarzelle 1300x668x35 91698;115.95;;nem;;nem;utanpotlas uton;igen;10.2;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-140-watt-poly-solarpanel-solarzelle-1300x668x35-91698-05140p113;https://www.solartronics.de/media/image/47/5d/83/038-140w-poly-10-9kg-1300x668x35-1.jpg;2026-04-02;97.44;brutto+netto (oldalrol);igen;nem;nem;;4260464592831;solartronics;nem;1
05150M0115;Solarmodul 150 Watt Mono 12 Busbars 210mm Zellformat Solarpanel Solarzelle 1230x670x35 90660;96.98;;nem;;igen;raktaron;igen;10.0;https://www.solartronics.de/solarmodul-150-watt-mono-12-busbars-210mm-zellformat-solarpanel-solarzelle-1230x670x35-90660-05150m0115;https://www.solartronics.de/media/image/3d/fe/d5/1x150W_mono_18V_solarpanel_solartronics_1.jpg;2025-09-24;81.5;brutto+netto (oldalrol);igen;nem;nem;;( 3;solartronics;nem;1
M15018D;Solarmodul 150 Watt Mono 18V flexibel All-Black Solarpanel Solarzelle 1355x590×3;104.66;;nem;;igen;raktaron;igen;4.5;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-150-watt-mono-18v-flexibel-all-black-solarpanel-solarzelle-1355x590-3-m15018d;https://www.solartronics.de/media/image/cc/f9/50/solartronics-solarmodul-150w-mono-vorderseite-all-black.jpg;2026-07-15;87.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508024801;solartronics;nem;1
10659;Solarmodul 160 Watt Mono Solarpanel Solarzelle 1480x680x35 92046;88.66;;nem;;igen;raktaron;igen;11.8;https://www.solartronics.de/solarmodul-160-watt-mono-solarpanel-solarzelle-1480x680x35-92046-10659;https://www.solartronics.de/media/image/d2/7c/44/042-180w-mono-13kg-1480x674x35-01.jpg;2026-09-10;74.5;brutto+netto (oldalrol);igen;nem;nem;;4260464592046;solartronics;nem;1
165M35;Solarmodul 165 Watt Mono Solarpanel Solarzelle 1480x680x35 92442;139.95;;nem;;igen;raktaron;igen;11.8;https://www.solartronics.de/solarmodul-165-watt-mono-solarpanel-solarzelle-1480x680x35-92442-165m35;https://www.solartronics.de/media/image/d2/7c/44/042-180w-mono-13kg-1480x674x35-01.jpg;2025-07-28;117.61;brutto+netto (oldalrol);igen;nem;nem;;4260464592442;solartronics;nem;1
180m-1475-20v;Solarmodul 180 Watt Mono Solarpanel Solarzelle 1475x675x35 93050;99.95;;nem;;igen;raktaron;igen;11.8;https://www.solartronics.de/solarmodul-180-watt-mono-solarpanel-solarzelle-1475x675x35-93050-180m-1475-20v;https://www.solartronics.de/media/image/d2/7c/44/042-180w-mono-13kg-1480x674x35-01.jpg;2026-09-10;83.99;brutto+netto (oldalrol);igen;nem;nem;;4260464593050;solartronics;nem;1
180P-1475;Solarmodul 180 Watt Poly Solarpanel Solarzelle 5 Busbar 1475x675x35;99.95;;nem;;nem;utanpotlas uton;igen;10.5;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-180-watt-poly-solarpanel-solarzelle-5-busbar-1475x675x35-180p-1475;https://www.solartronics.de/media/image/f2/1e/fc/180W_solarpanel_poly_solartronics_1.jpg;2026-09-10;83.99;brutto+netto (oldalrol);igen;nem;nem;;4260464596778;solartronics;nem;1
0520P1;Solarmodul 20 Watt Poly Solarpanel Solarzelle 440x340x25 91575;29.9;;nem;;igen;raktaron;igen;1.9;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-20-watt-poly-solarpanel-solarzelle-440x340x25-91575-0520p1;https://www.solartronics.de/media/image/b5/f3/68/1x20W_poly_18V_solarpanel_solartronics_1.jpg;2022-03-24;25.13;brutto+netto (oldalrol);igen;nem;nem;;4260464591575;solartronics;nem;1
200M18V-1480;Solarmodul 200 Watt 18V Mono Solarpanel Solarzelle Photovoltaik 1480x675x35;95.14;;nem;;igen;raktaron;igen;10.0;https://www.solartronics.de/solarmodul-200-watt-18v-mono-solarpanel-solarzelle-photovoltaik-1480x675x35-200m18v-1480;https://www.solartronics.de/media/image/b5/64/d5/1x200W_mono_18V_solarpanel_solartronics_1.jpg;2025-12-01;79.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596204;solartronics;nem;1
M20018C;Solarmodul 200 Watt Mono 18V flexibel All-Black Solarpanel Solarzelle 1365x770x3;154.64;;nem;;igen;raktaron;igen;5.9;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-200-watt-mono-18v-flexibel-all-black-solarpanel-solarzelle-1365x770x3-m20018c;https://www.solartronics.de/media/image/ff/90/56/solartronics-solarmodul-200w-mono-flexibel-vorderseite.jpg;2026-07-15;129.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508024832;solartronics;nem;1
P20036A;Solarmodul 200 Watt Poly 36V Solarpanel Solarzelle 1320x996x35;118.94;;nem;;igen;raktaron;igen;13.8;https://www.solartronics.de/solarmodul-200-watt-poly-36v-solarpanel-solarzelle-1320x996x35-p20036a;https://www.solartronics.de/media/image/4f/ec/7f/solartronics-solarmodul-200w-36v-polykristallin-frontansicht.jpg;2026-06-15;99.95;brutto+netto (oldalrol);igen;nem;nem;1 Stück;4068508013683;solartronics;nem;1
M22018B;Solarmodul 220 Watt Mono 18V Bifazial Solarpanel Solarzelle 1480x675x35;107.04;;nem;;nem;nincs raktaron (beszerzes alatt);igen;11.7;https://www.solartronics.de/solarmodule/solarmodule-monokristallin/220w/solarmodul-220-watt-mono-18v-bifazial-solarpanel-solarzelle-1480x675x35-m22018b;https://www.solartronics.de/media/image/8b/b8/b8/solartroncs-200watt-Mono-solarpalel-bifazial.jpg;2026-07-10;89.95;brutto (netto szamitott, 19% MwSt);igen;nem;nem;1 Stück;;solartronics;nem;1
240M1580;Solarmodul 240 Watt Mono 10 Busbars Solarpanel Solarzelle 36V 1580x805x35;125.95;;nem;;igen;raktaron;igen;13.4;https://www.solartronics.de/solarmodul-240-watt-mono-10-busbars-solarpanel-solarzelle-36v-1580x805x35-240m1580;https://www.solartronics.de/media/image/4d/ef/6b/solartronics_Solarmodul_240_Watt_1580_Mono.jpg;2026-07-20;105.84;brutto+netto (oldalrol);igen;nem;nem;;4260464596914;solartronics;nem;1
M24036B;Solarmodul 240 Watt Mono 36V Bifazial Solarpanel Solarzelle 1580x808x35;125.95;;nem;;igen;raktaron;igen;15.02;https://www.solartronics.de/solarmodul-240-watt-mono-36v-bifazial-solarpanel-solarzelle-1580x808x35-m24036b;https://www.solartronics.de/media/image/95/70/3f/solartronics_monokristallines_Solarmodul_M24036B_808x1580mm.jpg;2026-07-21;105.84;brutto+netto (oldalrol);igen;nem;nem;1 Stück;4068508025143;solartronics;nem;1
M24036C;Solarmodul 240 Watt Mono 36V Full Black Solarpanel Solarzelle 1580x808x35;125.95;;nem;;igen;raktaron;igen;15.02;https://www.solartronics.de/solarmodul-240-watt-mono-36v-full-black-solarpanel-solarzelle-1580x808x35-m24036c;https://www.solartronics.de/media/image/58/fa/3c/solartronics_monokristallines_Solarmodul_M24036C_808x1580mm.jpg;2026-07-20;105.84;brutto+netto (oldalrol);igen;nem;nem;1 Stück;4068508025181;solartronics;nem;1
240M1330;Solarmodul 240 Watt Mono Solarpanel Solarzelle 36V 1330x992x35;119.99;;nem;;nem;utanpotlas uton;igen;13.7;https://www.solartronics.de/solarmodul-240-watt-mono-solarpanel-solarzelle-36v-1330x992x35-240m1330;https://www.solartronics.de/media/image/7c/05/9e/M24036A-Monokristallin_36V_Solarmodul_Startbild.jpg;2026-01-13;100.83;brutto+netto (oldalrol);igen;nem;nem;;4260464596808;solartronics;nem;1
01025M01;Solarmodul 25 Watt Mono Solarpanel Solarzelle 610x290x25 90554;32.95;;nem;;igen;raktaron;igen;2.6;https://www.solartronics.de/solarmodul-25-watt-mono-solarpanel-solarzelle-610x290x25-90554-01025m01;https://www.solartronics.de/media/image/23/77/2c/022-25w-mono-2-66kg-610x290-1.jpg;2026-09-10;27.69;brutto+netto (oldalrol);igen;nem;nem;;4260464590554;solartronics;nem;1
